,id,ball,over,runs,shortText,text,preText,postText,isWide,isNoball,isRetiredHurt,isBoundary,currentBatsmen,currentBowlers,currentInning.id,currentInning.balls,currentInning.runs,currentInning.wickets,matchOver.maiden,matchOver.runs,matchOver.wickets,matchOver.totalRuns,matchOver.totalWicket,matchOver.runRate,matchOver.requiredRunRate,matchOver.batsmen,matchOver.bowlers,matchOver.teamShortName,matchOver.remainingOvers,matchOver.remainingBalls,matchOver.remainingRuns,ballTimestamp,currentInning.team.name,currentInning.team.shortName,matchWicket.id,matchWicket.batsmanName,matchWicket.bowlerName,matchWicket.batsmanRuns,matchWicket.batsmanBalls,matchWicket.text
74,17060,6,7,0,"Blain to Gilchrist, no run","Similar delivery and straighter. Patted back down the ground. Australia not doing anything reckless here, just going after the loose deliveries and that seems to be enough",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 27, 'balls': 25}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 21, 'balls': 24}]","[{'id': '25087', 'name': 'John Blain', 'overs': 4, 'maidens': 0, 'runs': 29, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",20720,48,52,0,False,6.0,0.0,52.0,0.0,6.5,0.0,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 27, 'balls': 25}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 21, 'balls': 24}]","[{'id': '25087', 'name': 'John Blain', 'overs': 4, 'maidens': 0, 'runs': 29, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",AUS,0.0,252.0,0.0,0.0,Australia,AUS,,,,,,
75,116010,1,16,0,"Brown to Gilchrist, no run","starts off with a full-length delivery, on the off stump line, pushed to point",<p>Dougie Brown will have a bowl.  He has played for England in the 90s.</p>,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 42, 'balls': 50}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 41, 'balls': 48}]","[{'id': '9254', 'name': 'Dougie Brown', 'overs': 0.1, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",20720,97,87,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
76,115060,6,15,1,"Wright to Gilchrist, 1 run","a gentle seam-up delivery, on the off stump line, driven to right of mid-off",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 42, 'balls': 49}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 41, 'balls': 48}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 8, 'maidens': 0, 'runs': 35, 'wickets': 0}]",20720,96,87,0,False,4.0,0.0,87.0,0.0,5.43,0.0,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 42, 'balls': 49}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 41, 'balls': 48}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 8, 'maidens': 0, 'runs': 35, 'wickets': 0}]",AUS,0.0,204.0,0.0,0.0,Australia,AUS,,,,,,
77,115050,5,15,1,"Wright to Hayden, 1 run","touch short in length, on the middle stump line, worked past square-leg for a single.",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 41, 'balls': 48}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 41, 'balls': 48}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 3.5, 'maidens': 0, 'runs': 21, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 8, 'maidens': 0, 'runs': 35, 'wickets': 0}]",20720,95,86,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
78,115040,4,15,0,"Wright to Hayden, no run","slightly short, slightly outside off and Hayden goes for a cut. Not great timing though and the ball heads straight to point",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 40, 'balls': 47}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 41, 'balls': 48}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 3.4, 'maidens': 0, 'runs': 20, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 8, 'maidens': 0, 'runs': 35, 'wickets': 0}]",20720,94,85,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
79,115030,3,15,1,"Wright to Gilchrist, 1 run","fuller, on the middle and leg, flicked past square leg.",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 41, 'balls': 48}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 40, 'balls': 46}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 3.3, 'maidens': 0, 'runs': 20, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 8, 'maidens': 0, 'runs': 35, 'wickets': 0}]",20720,93,85,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
80,115020,2,15,1,"Wright to Hayden, 1 run","Short, on the middle, swatted away past square leg.",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 40, 'balls': 46}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 47}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 3.2, 'maidens': 0, 'runs': 19, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 8, 'maidens': 0, 'runs': 35, 'wickets': 0}]",20720,92,84,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
81,115010,1,15,0,"Wright to Hayden, no run","back of length, on the off stump, punched to mid-off.",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 39, 'balls': 45}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 47}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 3.1, 'maidens': 0, 'runs': 18, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 8, 'maidens': 0, 'runs': 35, 'wickets': 0}]",20720,91,83,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
82,114060,6,14,0,"Hoffmann to Gilchrist, no run","ambling across towards off stump, Gilchrist intercepts with a open-face of the bat and runs it to point",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 47}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 39, 'balls': 44}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 8, 'maidens': 0, 'runs': 35, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 3, 'maidens': 0, 'runs': 18, 'wickets': 0}]",20720,90,83,0,False,5.0,0.0,83.0,0.0,5.53,0.0,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 47}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 39, 'balls': 44}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 8, 'maidens': 0, 'runs': 35, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 3, 'maidens': 0, 'runs': 18, 'wickets': 0}]",AUS,0.0,210.0,0.0,0.0,Australia,AUS,,,,,,
83,114050,5,14,1,"Hoffmann to Hayden, 1 run",works this fullish delivery to cover region for a single,,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 39, 'balls': 44}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 46}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7.5, 'maidens': 0, 'runs': 35, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 3, 'maidens': 0, 'runs': 18, 'wickets': 0}]",20720,89,83,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
84,114040,4,14,0,"Hoffmann to Hayden, no run",Good job from Smith the wicketkeeper. Hayden went for a drive on the up and was beaten. The ball bounced shoulder high (Smith is standing up to the stumps) and Smith gathered it smartly and whipped off the bails but Hayden had dragged his offending feet back into the crease.,,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 38, 'balls': 43}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 46}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7.4, 'maidens': 0, 'runs': 34, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 3, 'maidens': 0, 'runs': 18, 'wickets': 0}]",20720,88,82,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
85,114030,3,14,0,"Hoffmann to Hayden, no run","No change from the bowler, again that sliding/angling/ delivery on the off stump line, driven to cover",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 38, 'balls': 42}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 46}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7.3, 'maidens': 0, 'runs': 34, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 3, 'maidens': 0, 'runs': 18, 'wickets': 0}]",20720,87,82,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
86,114020,2,14,4,"Hoffmann to Hayden, FOUR runs",Thwack! Hayden had enough of pottering around. Thrust his front foot out and swung through the line.,,,False,False,False,True,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 38, 'balls': 41}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 46}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7.2, 'maidens': 0, 'runs': 34, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 3, 'maidens': 0, 'runs': 18, 'wickets': 0}]",20720,86,82,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
87,114010,1,14,0,"Hoffmann to Hayden, no run","Guess where this was bowled? Yep, full, straight and on that off and middle stump line, turned to point.",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 34, 'balls': 40}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 46}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7.1, 'maidens': 0, 'runs': 30, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 3, 'maidens': 0, 'runs': 18, 'wickets': 0}]",20720,85,78,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
88,113060,6,13,1,"Wright to Hayden, 1 run","tip and run. Length delivery on the off and middle, Hayden taps it towards mid-off, one look at Gilchrist who responds favourably and off they go",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 34, 'balls': 39}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 46}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 3, 'maidens': 0, 'runs': 18, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7, 'maidens': 0, 'runs': 30, 'wickets': 0}]",20720,84,78,0,False,3.0,0.0,78.0,0.0,5.57,0.0,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 34, 'balls': 39}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 46}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 3, 'maidens': 0, 'runs': 18, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7, 'maidens': 0, 'runs': 30, 'wickets': 0}]",AUS,0.0,216.0,0.0,0.0,Australia,AUS,,,,,,
89,113050,5,13,1,"Wright to Gilchrist, 1 run","Full, inviting a drive, Gilchrist obliges with a inside-out effort and the cover fielder makes a half-stop",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 40, 'balls': 46}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 33, 'balls': 38}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 2.5, 'maidens': 0, 'runs': 17, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7, 'maidens': 0, 'runs': 30, 'wickets': 0}]",20720,83,77,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
90,113040,4,13,0,"Wright to Gilchrist, no run","sliding down to the pads, Gilchrist tries to tickle it away, fails and it runs off the pads to short fine leg",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 39, 'balls': 45}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 33, 'balls': 38}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 2.4, 'maidens': 0, 'runs': 16, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7, 'maidens': 0, 'runs': 30, 'wickets': 0}]",20720,82,76,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
91,113030,3,13,1,"Wright to Hayden, 1 run","back of length, on the off stump, Hayden punches it to right of mid-off for a single.",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 33, 'balls': 38}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 39, 'balls': 44}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 2.3, 'maidens': 0, 'runs': 16, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7, 'maidens': 0, 'runs': 30, 'wickets': 0}]",20720,81,76,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
92,113020,2,13,0,"Wright to Hayden, no run","angled away, turned straight to point",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 32, 'balls': 37}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 39, 'balls': 44}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 2.2, 'maidens': 0, 'runs': 15, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7, 'maidens': 0, 'runs': 30, 'wickets': 0}]",20720,80,75,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
93,113010,1,13,0,"Wright to Hayden, no run","Full and straight, no deviation whatsover, on the middle stump line, worked to midwicket",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 32, 'balls': 36}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 39, 'balls': 44}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 2.1, 'maidens': 0, 'runs': 15, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7, 'maidens': 0, 'runs': 30, 'wickets': 0}]",20720,79,75,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
94,112060,6,12,0,"Hoffmann to Gilchrist, no run","Almost squeezed between bat and pad. Fullish, on the middle stump line, again Gilchrist's right foot is planted across and he tries to drive it around his pad.  It doesn't work and he gets a inside edge and the ball rolls down the track",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 39, 'balls': 44}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 32, 'balls': 35}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7, 'maidens': 0, 'runs': 30, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 2, 'maidens': 0, 'runs': 15, 'wickets': 0}]",20720,78,75,0,False,2.0,0.0,75.0,0.0,5.76,0.0,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 39, 'balls': 44}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 32, 'balls': 35}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 7, 'maidens': 0, 'runs': 30, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 2, 'maidens': 0, 'runs': 15, 'wickets': 0}]",AUS,0.0,222.0,0.0,0.0,Australia,AUS,,,,,,
95,112050,5,12,0,"Hoffmann to Gilchrist, no run","lands on a length, on the middle, goes on straight, Gilchrist thrusts his right foot across and defends",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 39, 'balls': 43}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 32, 'balls': 35}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 6.5, 'maidens': 0, 'runs': 30, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 2, 'maidens': 0, 'runs': 15, 'wickets': 0}]",20720,77,75,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
96,112040,4,12,0,"Hoffmann to Gilchrist, no run","slightly overpitched, on the off stump line, driven to mid-off",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 39, 'balls': 42}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 32, 'balls': 35}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 6.4, 'maidens': 0, 'runs': 30, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 2, 'maidens': 0, 'runs': 15, 'wickets': 0}]",20720,76,75,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
97,112030,3,12,1,"Hoffmann to Hayden, 1 run","Full and on the middle stump line, driven past the bowler but the mid-on comes across to cut it off",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 32, 'balls': 35}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 39, 'balls': 41}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 6.3, 'maidens': 0, 'runs': 30, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 2, 'maidens': 0, 'runs': 15, 'wickets': 0}]",20720,75,75,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
98,112020,2,12,1,"Hoffmann to Gilchrist, 1 run","Again full in length, sliding away and Gilchrist late cuts it to thirdman. Ala Arjuna Ranatunga",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 39, 'balls': 41}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 31, 'balls': 34}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 6.2, 'maidens': 0, 'runs': 29, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 2, 'maidens': 0, 'runs': 15, 'wickets': 0}]",20720,74,74,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
99,112010,1,12,0,"Hoffmann to Gilchrist, no run","on the middle and off stump, full in length (they have been pretty good with the length so far), worked to the on side",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 38, 'balls': 40}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 31, 'balls': 34}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 6.1, 'maidens': 0, 'runs': 28, 'wickets': 0}, {'id': '25123', 'name': 'Craig Wright', 'overs': 2, 'maidens': 0, 'runs': 15, 'wickets': 0}]",20720,73,73,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
100,120020,2,20,4,"Brown to Ponting, FOUR runs",Imperious! Ponting becomes Australia' top-scorer in WC with a fierce pull shot.,,,False,False,False,True,"[{'id': '7133', 'name': 'Ricky Ponting', 'runs': 8, 'balls': 11}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 49, 'balls': 57}]","[{'id': '9254', 'name': 'Dougie Brown', 'overs': 2.2, 'maidens': 0, 'runs': 14, 'wickets': 1}, {'id': '25123', 'name': 'Craig Wright', 'overs': 6, 'maidens': 0, 'runs': 28, 'wickets': 0}]",20720,122,107,1,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
101,120010,1,20,1,"Brown to Hayden, 1 run","on the leg and middle, worked past square-leg for a single.",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 49, 'balls': 57}, {'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 10}]","[{'id': '9254', 'name': 'Dougie Brown', 'overs': 2.1, 'maidens': 0, 'runs': 10, 'wickets': 1}, {'id': '25123', 'name': 'Craig Wright', 'overs': 6, 'maidens': 0, 'runs': 28, 'wickets': 0}]",20720,121,103,1,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
102,119060,6,19,1,"Wright to Hayden, 1 run","sliding down on the pads, turned to short fine leg",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 48, 'balls': 56}, {'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 10}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 6, 'maidens': 0, 'runs': 28, 'wickets': 0}, {'id': '9254', 'name': 'Dougie Brown', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 1}]",20720,120,102,1,False,5.0,0.0,102.0,1.0,5.1,0.0,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 48, 'balls': 56}, {'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 10}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 6, 'maidens': 0, 'runs': 28, 'wickets': 0}, {'id': '9254', 'name': 'Dougie Brown', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 1}]",AUS,0.0,180.0,0.0,0.0,Australia,AUS,,,,,,
103,119050,5,19,0,"Wright to Hayden, no run","fuller, on the middle stump line, Hayden decides to play it inside-out towards cover. Oohs and aahs from the 'keeper as Hayden played it a touch late. Smith thought it would rap him on the pad.",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 47, 'balls': 55}, {'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 10}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 5.5, 'maidens': 0, 'runs': 27, 'wickets': 0}, {'id': '9254', 'name': 'Dougie Brown', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 1}]",20720,119,101,1,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
104,119040,4,19,0,"Wright to Hayden, no run","on the middle stump line, punched to mid-on",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 47, 'balls': 54}, {'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 10}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 5.4, 'maidens': 0, 'runs': 27, 'wickets': 0}, {'id': '9254', 'name': 'Dougie Brown', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 1}]",20720,118,101,1,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
105,119030,3,19,0,"Wright to Hayden, no run",close to the off stump this time and Hayden wants to cut it but is cramped for room. The ball bounds away of an edge to point,,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 47, 'balls': 53}, {'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 10}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 5.3, 'maidens': 0, 'runs': 27, 'wickets': 0}, {'id': '9254', 'name': 'Dougie Brown', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 1}]",20720,117,101,1,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
106,119020,2,19,0,"Wright to Hayden, no run","slightly slower, outside off, Hayden goes down on a bent knee, runs it to backward point",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 47, 'balls': 52}, {'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 10}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 5.2, 'maidens': 0, 'runs': 27, 'wickets': 0}, {'id': '9254', 'name': 'Dougie Brown', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 1}]",20720,116,101,1,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
107,119010,1,19,4,"Wright to Hayden, FOUR runs",Slap! Bit of room outside off and Hayden leans back to cut it past point.,,,False,False,False,True,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 47, 'balls': 51}, {'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 10}]","[{'id': '25123', 'name': 'Craig Wright', 'overs': 5.1, 'maidens': 0, 'runs': 27, 'wickets': 0}, {'id': '9254', 'name': 'Dougie Brown', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 1}]",20720,115,101,1,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
108,118060,6,18,0,"Brown to Ponting, no run","full and outside off, Ponting leans forward and square-drives to point. Bit of fumble but no damage done.",,,False,False,False,False,"[{'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 10}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 43, 'balls': 50}]","[{'id': '9254', 'name': 'Dougie Brown', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 1}, {'id': '25123', 'name': 'Craig Wright', 'overs': 5, 'maidens': 0, 'runs': 23, 'wickets': 0}]",20720,114,97,1,False,5.0,0.0,97.0,1.0,5.1,0.0,"[{'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 10}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 43, 'balls': 50}]","[{'id': '9254', 'name': 'Dougie Brown', 'overs': 2, 'maidens': 0, 'runs': 9, 'wickets': 1}, {'id': '25123', 'name': 'Craig Wright', 'overs': 5, 'maidens': 0, 'runs': 23, 'wickets': 0}]",AUS,0.0,186.0,0.0,0.0,Australia,AUS,,,,,,
109,118050,5,18,0,"Brown to Ponting, no run","slides in on the middle and leg, worked to midwicket.",,,False,False,False,False,"[{'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 9}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 43, 'balls': 50}]","[{'id': '9254', 'name': 'Dougie Brown', 'overs': 1.5, 'maidens': 0, 'runs': 9, 'wickets': 1}, {'id': '25123', 'name': 'Craig Wright', 'overs': 5, 'maidens': 0, 'runs': 23, 'wickets': 0}]",20720,113,97,1,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
110,118040,4,18,0,"Brown to Ponting, no run","Should have beat Mark Waugh's record there.  Overpitched, well outside off and Ponting drives hard but straight to cover",,,False,False,False,False,"[{'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 8}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 43, 'balls': 50}]","[{'id': '9254', 'name': 'Dougie Brown', 'overs': 1.4, 'maidens': 0, 'runs': 9, 'wickets': 1}, {'id': '25123', 'name': 'Craig Wright', 'overs': 5, 'maidens': 0, 'runs': 23, 'wickets': 0}]",20720,112,97,1,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
111,118030,3,18,0,"Brown to Ponting, no run",beaten! Shapes to cut but not short enough and the ball bounces over the flashing blade,,,False,False,False,False,"[{'id': '7133', 'name': 'Ricky Ponting', 'runs': 4, 'balls': 7}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 43, 'balls': 50}]","[{'id': '9254', 'name': 'Dougie Brown', 'overs': 1.3, 'maidens': 0, 'runs': 9, 'wickets': 1}, {'id': '25123', 'name': 'Craig Wright', 'overs': 5, 'maidens': 0, 'runs': 23, 'wickets': 0}]",20720,111,97,1,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
